Vastus medialis (mV)	Time (ms)
0.3045	0.174
0.2782	0.175
0.1875	0.176
0.114	0.177
0.0615	0.178
-0.0038	0.179
-0.045	0.18
-0.1125	0.181
-0.1328	0.182
-0.1448	0.183
-0.1328	0.184
-0.1155	0.185
-0.1006	0.186
-0.0675	0.187
-0.0578	0.188
-0.0443	0.189
-0.027	0.19
-0.0323	0.191
-0.0346	0.192
-0.0015	0.193
0.0202	0.194
0.0337	0.195
0.012	0.196
-0.0308	0.197
-0.0383	0.198
-0.0203	0.199
0.0382	0.2
0.0742	0.201
0.0382	0.202
0.0285	0.203
0.039	0.204
0.0405	0.205
0.063	0.206
0.0705	0.207
0.0697	0.208
0.069	0.209
0.0607	0.21
0.0727	0.211
0.0787	0.212
0.0442	0.213
-0.0046	0.214
-0.0975	0.215
-0.1875	0.216
-0.183	0.217
-0.1343	0.218
-0.0653	0.219
-0.0098	0.22
0.0255	0.221
0.0615	0.222
0.0697	0.223
0.0795	0.224
0.0795	0.225
0.057	0.226
0.024	0.227
-0.0203	0.228
-0.06	0.229
-0.0428	0.23
-0.0158	0.231
0.012	0.232
0.0457	0.233
0.0382	0.234
0.0525	0.235
0.057	0.236
0.036	0.237
0.0202	0.238
0.0127	0.239
0.0165	0.24
-0.0046	0.241
-0.0188	0.242
-0.048	0.243
-0.081	0.244
-0.0735	0.245
-0.048	0.246
-0.0263	0.247
0.0052	0.248
0.0075	0.249
-0.0256	0.25
-0.0105	0.251
0.0127	0.252
0.0067	0.253
-0.033	0.254
-0.0713	0.255
-0.0893	0.256
-0.117	0.257
-0.123	0.258
-0.066	0.259
0.0322	0.26
0.081	0.261
0.0975	0.262
0.1095	0.263
0.1215	0.264
0.144	0.265
0.1245	0.266
0.1245	0.267
0.081	0.268
0.018	0.269
-0.0038	0.27
-0.0368	0.271
-0.0383	0.272
-0.0458	0.273
-0.0443	0.274
-0.054	0.275
-0.0713	0.276
-0.0863	0.277
-0.1193	0.278
-0.0856	0.279
-0.042	0.28
-0.0218	0.281
0.009	0.282
0.0127	0.283
0.0232	0.284
0.0105	0.285
0.0292	0.286
0.123	0.287
0.1635	0.288
0.0907	0.289
-0.0015	0.29
-0.0248	0.291
-0.048	0.292
-0.0803	0.293
-0.0975	0.294
-0.1125	0.295
-0.081	0.296
-0.0361	0.297
-0.033	0.298
-0.0173	0.299
0.0247	0.3
0.0525	0.301
0.0765	0.302
0.0982	0.303
0.0862	0.304
0.0757	0.305
0.0705	0.306
0.0457	0.307
0.039	0.308
0.036	0.309
0.0285	0.31
0.0262	0.311
-0.0015	0.312
-0.0256	0.313
-0.0315	0.314
-0.0278	0.315
-0.0465	0.316
-0.1013	0.317
-0.129	0.318
-0.1373	0.319
-0.1268	0.32
-0.0856	0.321
-0.0225	0.322
0.039	0.323
0.0637	0.324
0.0787	0.325
0.078	0.326
0.0562	0.327
0.036	0.328
0.0195	0.329
0.0172	0.33
0.012	0.331
0.0247	0.332
0.0322	0.333
-0.0165	0.334
-0.09	0.335
-0.1215	0.336
-0.12	0.337
-0.09	0.338
0.0202	0.339
0.1575	0.34
0.2017	0.341
0.1425	0.342
0.087	0.343
0.0502	0.344
0.0705	0.345
0.0787	0.346
0.0285	0.347
0.0015	0.348
-0.0383	0.349
-0.0788	0.35
-0.1013	0.351
-0.0503	0.352
0.0082	0.353
-0.0346	0.354
-0.1021	0.355
-0.135	0.356
-0.1305	0.357
-0.0915	0.358
0.0135	0.359
0.0877	0.36
0.1245	0.361
0.2047	0.362
0.1477	0.363
0.0495	0.364
0.0007	0.365
-0.0668	0.366
-0.0825	0.367
-0.0765	0.368
-0.0458	0.369
-0.0293	0.37
-0.0256	0.371
-0.0323	0.372
-0.0593	0.373
-0.0398	0.374
-0.0346	0.375
-0.0285	0.376
-0.0075	0.377
-0.0015	0.378
0.03	0.379
0.06	0.38
0.0645	0.381
0.0337	0.382
-0.0091	0.383
-0.0488	0.384
-0.048	0.385
0.0472	0.386
0.102	0.387
0.0697	0.388
0.0232	0.389
-0.0068	0.39
0.027	0.391
0.0502	0.392
-0.0083	0.393
-0.0735	0.394
-0.066	0.395
-0.027	0.396
-0.0233	0.397
-0.0315	0.398
0.0142	0.399
0.0105	0.4
-0.057	0.401
-0.0915	0.402
-0.0788	0.403
-0.0525	0.404
-0.0428	0.405
-0.0046	0.406
0.0157	0.407
0.036	0.408
0.0255	0.409
-0.012	0.41
-0.0105	0.411
-0.0105	0.412
0.0097	0.413
0.0345	0.414
0.0157	0.415
0.012	0.416
0.0397	0.417
0.084	0.418
0.1282	0.419
0.1335	0.42
0.1177	0.421
0.1012	0.422
0.0772	0.423
0.0285	0.424
-0.0428	0.425
-0.1426	0.426
-0.2033	0.427
-0.1478	0.428
-0.0608	0.429
-0.0068	0.43
0.033	0.431
0.018	0.432
0.0142	0.433
0.0405	0.434
0.075	0.435
0.1387	0.436
0.1672	0.437
0.1402	0.438
0.0937	0.439
0.048	0.44
-0.0008	0.441
-0.063	0.442
-0.0975	0.443
-0.1418	0.444
-0.1995	0.445
-0.2026	0.446
-0.1598	0.447
-0.099	0.448
-0.0398	0.449
0.0262	0.45
0.0457	0.451
0.0405	0.452
0.078	0.453
0.1177	0.454
0.1305	0.455
0.0967	0.456
0.0217	0.457
-0.0713	0.458
-0.129	0.459
-0.1125	0.46
-0.063	0.461
-0.0038	0.462
0.0382	0.463
0.042	0.464
0.0262	0.465
0.018	0.466
0.0127	0.467
-0.0091	0.468
-0.0278	0.469
-0.0405	0.47
-0.0405	0.471
-0.0053	0.472
0.0345	0.473
0.0607	0.474
0.0922	0.475
0.0975	0.476
0.0532	0.477
0.018	0.478
-0.0083	0.479
-0.0518	0.48
0.012	0.481
0.1657	0.482
0.1732	0.483
0.0772	0.484
0.0217	0.485
-0.0623	0.486
-0.1328	0.487
-0.1823	0.488
-0.1853	0.489
-0.1238	0.49
-0.1103	0.491
-0.1275	0.492
-0.1028	0.493
-0.0008	0.494
0.1387	0.495
0.162	0.496
0.1027	0.497
0.0427	0.498
-0.0195	0.499
-0.0158	0.5
0.0195	0.501
0.102	0.502
0.1657	0.503
0.0712	0.504
-0.0308	0.505
-0.054	0.506
-0.0511	0.507
-0.0293	0.508
-0.0353	0.509
-0.0413	0.51
-0.0503	0.511
-0.042	0.512
-0.0278	0.513
-0.0203	0.514
0.0292	0.515
0.0412	0.516
0.0022	0.517
-0.0188	0.518
-0.0203	0.519
0.0195	0.52
0.0577	0.521
-0.0053	0.522
-0.0878	0.523
-0.132	0.524
-0.135	0.525
-0.105	0.526
-0.0803	0.527
-0.0233	0.528
0.0345	0.529
0.0727	0.53
0.0937	0.531
0.1042	0.532
0.1342	0.533
0.1312	0.534
0.1102	0.535
0.0712	0.536
0.03	0.537
0.0315	0.538
0.024	0.539
0.033	0.54
0.036	0.541
0.024	0.542
-0.0015	0.543
-0.0458	0.544
-0.0361	0.545
0.0367	0.546
0.1177	0.547
0.0652	0.548
-0.0405	0.549
-0.0818	0.55
-0.1298	0.551
-0.1305	0.552
-0.1013	0.553
-0.0645	0.554
-0.0518	0.555
-0.0706	0.556
-0.0668	0.557
-0.0165	0.558
0.0532	0.559
0.0217	0.56
-0.012	0.561
-0.0105	0.562
-0.0046	0.563
0.0232	0.564
0.0255	0.565
0.018	0.566
0.0045	0.567
0.012	0.568
0.0232	0.569
0.0165	0.57
0.0075	0.571
0.0097	0.572
0.0217	0.573
0.0277	0.574
0.0165	0.575
-0.0181	0.576
-0.0578	0.577
-0.048	0.578
-0.003	0.579
0.0465	0.58
0.0727	0.581
0.0412	0.582
0.012	0.583
-0.0218	0.584
-0.0353	0.585
-0.0353	0.586
-0.0368	0.587
-0.0323	0.588
-0.0615	0.589
-0.0533	0.59
-0.0436	0.591
0.0232	0.592
0.1177	0.593
0.1162	0.594
0.102	0.595
0.048	0.596
0.0307	0.597
0.054	0.598
0.0427	0.599
0.045	0.6
0.0345	0.601
0.0217	0.602
-0.0083	0.603
-0.0375	0.604
-0.057	0.605
-0.0645	0.606
-0.063	0.607
-0.0743	0.608
-0.0608	0.609
-0.0308	0.61
0.0015	0.611
0.003	0.612
-0.0308	0.613
0.0007	0.614
-0.0083	0.615
-0.027	0.616
0.012	0.617
0.0082	0.618
0.0157	0.619
0.006	0.62
0.0427	0.621
0.1215	0.622
0.1995	0.623
0.1785	0.624
0.009	0.625
-0.0788	0.626
-0.1381	0.627
-0.1373	0.628
-0.0893	0.629
-0.0615	0.63
-0.033	0.631
-0.0585	0.632
-0.0623	0.633
-0.057	0.634
-0.0128	0.635
0.0247	0.636
0.0165	0.637
0.0442	0.638
0.0562	0.639
0.051	0.64
0.0067	0.641
-0.0713	0.642
-0.0833	0.643
-0.0495	0.644
0.0067	0.645
0.0547	0.646
0.0705	0.647
0.0825	0.648
0.0645	0.649
0.051	0.65
0.0142	0.651
-0.03	0.652
-0.0173	0.653
-0.0128	0.654
-0.003	0.655
0.0255	0.656
0.0285	0.657
0.0195	0.658
-0.0046	0.659
-0.0143	0.66
-0.0158	0.661
-0.0203	0.662
-0.012	0.663
-0.012	0.664
-0.0256	0.665
-0.039	0.666
-0.0495	0.667
-0.048	0.668
-0.0225	0.669
-0.0143	0.67
-0.0256	0.671
-0.0248	0.672
-0.0203	0.673
-0.0218	0.674
-0.0165	0.675
0.006	0.676
0.0195	0.677
0.0442	0.678
0.0705	0.679
0.0915	0.68
0.093	0.681
0.0487	0.682
0.0067	0.683
0.0015	0.684
0.0067	0.685
-0.0225	0.686
-0.0181	0.687
0.0	0.688
0.0292	0.689
0.0577	0.69
0.027	0.691
-0.0465	0.692
-0.0983	0.693
-0.0818	0.694
-0.048	0.695
0.0202	0.696
0.0622	0.697
0.0742	0.698
0.117	0.699
0.1155	0.7
0.078	0.701
0.0337	0.702
0.006	0.703
-0.0128	0.704
-0.0105	0.705
-0.0098	0.706
-0.0308	0.707
-0.024	0.708
-0.0511	0.709
-0.063	0.71
-0.0758	0.711
-0.0818	0.712
-0.0578	0.713
-0.0488	0.714
-0.0218	0.715
-0.0113	0.716
-0.0008	0.717
-0.0046	0.718
-0.0128	0.719
0.0022	0.72
-0.0046	0.721
-0.0083	0.722
0.0382	0.723
0.0555	0.724
0.0105	0.725
-0.0068	0.726
-0.0765	0.727
-0.126	0.728
-0.0923	0.729
-0.0308	0.73
0.045	0.731
0.0652	0.732
0.0667	0.733
0.0127	0.734
-0.0436	0.735
-0.0405	0.736
-0.0383	0.737
0.009	0.738
0.0622	0.739
0.0945	0.74
0.1162	0.741
0.093	0.742
0.0607	0.743
0.0532	0.744
0.0427	0.745
0.039	0.746
0.0742	0.747
0.0555	0.748
-0.0465	0.749
-0.1373	0.75
-0.1635	0.751
-0.1223	0.752
-0.075	0.753
-0.048	0.754
-0.0068	0.755
0.0135	0.756
0.0427	0.757
0.0712	0.758
0.0735	0.759
0.0705	0.76
0.0405	0.761
0.021	0.762
-0.003	0.763
-0.03	0.764
-0.0758	0.765
-0.09	0.766
-0.045	0.767
-0.0143	0.768
0.0187	0.769
0.0307	0.77
0.0442	0.771
0.0427	0.772
0.0097	0.773
-0.006	0.774
0.0015	0.775
-0.0015	0.776
-0.0158	0.777
-0.0053	0.778
-0.0158	0.779
-0.0315	0.78
-0.0225	0.781
0.0022	0.782
0.0307	0.783
0.0585	0.784
0.0652	0.785
0.033	0.786
0.0255	0.787
0.0112	0.788
-0.0143	0.789
-0.006	0.79
-0.0128	0.791
-0.0315	0.792
-0.0263	0.793
-0.0128	0.794
-0.0068	0.795
-0.03	0.796
-0.0428	0.797
-0.0023	0.798
0.0225	0.799
0.0345	0.8
0.033	0.801
0.015	0.802
0.0105	0.803
0.0105	0.804
0.012	0.805
0.0105	0.806
0.012	0.807
-0.0353	0.808
-0.0788	0.809
-0.0795	0.81
-0.0675	0.811
-0.042	0.812
-0.048	0.813
-0.0825	0.814
-0.0548	0.815
-0.0046	0.816
0.012	0.817
0.0675	0.818
0.1102	0.819
0.129	0.82
0.0795	0.821
0.0442	0.822
0.042	0.823
0.0075	0.824
0.0007	0.825
-0.0181	0.826
-0.0053	0.827
-0.0098	0.828
0.0022	0.829
0.0067	0.83
0.0067	0.831
0.039	0.832
0.0555	0.833
0.0772	0.834
0.051	0.835
0.033	0.836
-0.0165	0.837
-0.078	0.838
-0.1088	0.839
-0.123	0.84
-0.0953	0.841
-0.0503	0.842
-0.0165	0.843
-0.0038	0.844
0.018	0.845
0.0547	0.846
0.0675	0.847
0.0442	0.848
0.015	0.849
-0.0361	0.85
-0.0645	0.851
-0.0698	0.852
-0.057	0.853
-0.039	0.854
-0.0338	0.855
0.0007	0.856
0.0307	0.857
0.0675	0.858
0.069	0.859
0.0367	0.86
0.0307	0.861
0.033	0.862
0.0247	0.863
0.024	0.864
0.0315	0.865
0.021	0.866
-0.0053	0.867
-0.0346	0.868
-0.033	0.869
-0.0256	0.87
-0.0128	0.871
0.0015	0.872
-0.0068	0.873
-0.0181	0.874
-0.0083	0.875
0.012	0.876
0.0307	0.877
0.0495	0.878
0.0367	0.879
0.027	0.88
0.0232	0.881
0.0142	0.882
0.0105	0.883
-0.012	0.884
-0.0195	0.885
-0.0248	0.886
-0.0173	0.887
-0.0143	0.888
0.0142	0.889
0.0802	0.89
0.0555	0.891
-0.0143	0.892
-0.021	0.893
-0.0405	0.894
-0.0578	0.895
-0.0428	0.896
-0.0203	0.897
0.0217	0.898
0.0007	0.899
-0.0353	0.9
-0.0555	0.901
-0.0315	0.902
0.0105	0.903
-0.0158	0.904
-0.024	0.905
-0.0315	0.906
-0.0353	0.907
-0.0428	0.908
-0.0405	0.909
-0.015	0.91
-0.0083	0.911
0.0045	0.912
-0.0143	0.913
-0.045	0.914
-0.0458	0.915
0.0135	0.916
0.0577	0.917
0.063	0.918
0.078	0.919
0.0532	0.92
0.0585	0.921
0.0885	0.922
0.093	0.923
0.0667	0.924
0.0157	0.925
-0.0308	0.926
-0.0645	0.927
-0.0585	0.928
-0.0315	0.929
-0.0233	0.93
-0.0248	0.931
-0.0165	0.932
-0.0181	0.933
-0.0046	0.934
0.0067	0.935
-0.033	0.936
-0.0668	0.937
-0.0525	0.938
-0.012	0.939
0.039	0.94
0.057	0.941
0.0697	0.942
0.0952	0.943
0.1087	0.944
0.1027	0.945
0.0675	0.946
0.0165	0.947
-0.024	0.948
-0.0405	0.949
-0.048	0.95
-0.0518	0.951
-0.0668	0.952
-0.0765	0.953
-0.0638	0.954
-0.0548	0.955
-0.0346	0.956
-0.0143	0.957
-0.0008	0.958
0.0232	0.959
0.0525	0.96
0.1102	0.961
0.1635	0.962
0.108	0.963
-0.0518	0.964
-0.1883	0.965
-0.1995	0.966
-0.12	0.967
-0.0248	0.968
0.0465	0.969
0.0735	0.97
0.072	0.971
0.0405	0.972
0.0307	0.973
0.042	0.974
-0.0008	0.975
-0.027	0.976
-0.0113	0.977
-0.0091	0.978
0.0315	0.979
0.0645	0.98
0.0667	0.981
0.0555	0.982
0.0307	0.983
0.0157	0.984
-0.0053	0.985
-0.0233	0.986
-0.0465	0.987
-0.0675	0.988
-0.0511	0.989
0.0382	0.99
0.0817	0.991
0.039	0.992
0.0015	0.993
-0.0458	0.994
-0.0683	0.995
-0.0653	0.996
-0.0593	0.997
-0.0383	0.998
-0.0203	0.999
-0.0203	1.0
-0.0128	1.001
0.0217	1.002
0.0442	1.003
0.0217	1.004
-0.0068	1.005
-0.0165	1.006
-0.0308	1.007
-0.048	1.008
-0.0443	1.009
-0.0218	1.01
-0.012	1.011
-0.0173	1.012
-0.0263	1.013
-0.0173	1.014
-0.0053	1.015
0.0442	1.016
0.1065	1.017
0.1237	1.018
0.093	1.019
0.0352	1.02
0.0007	1.021
-0.0188	1.022
-0.027	1.023
-0.039	1.024
-0.048	1.025
-0.0458	1.026
-0.0458	1.027
-0.0706	1.028
-0.0848	1.029
-0.0735	1.03
-0.0645	1.031
0.0015	1.032
0.06	1.033
0.117	1.034
0.1252	1.035
0.0915	1.036
0.0825	1.037
0.0555	1.038
0.0532	1.039
0.036	1.04
0.0067	1.041
-0.0038	1.042
-0.003	1.043
-0.0203	1.044
-0.0315	1.045
-0.027	1.046
-0.0225	1.047
-0.0113	1.048
-0.0038	1.049
0.015	1.05
0.0217	1.051
0.0202	1.052
0.0112	1.053
-0.0015	1.054
0.0015	1.055
-0.0008	1.056
-0.0068	1.057
-0.0105	1.058
-0.0195	1.059
-0.0278	1.06
-0.042	1.061
-0.0315	1.062
0.0037	1.063
-0.0008	1.064
-0.0068	1.065
0.006	1.066
0.0052	1.067
0.015	1.068
0.0127	1.069
-0.0143	1.07
-0.0195	1.071
0.0022	1.072
-0.0053	1.073
-0.0293	1.074
-0.03	1.075
-0.0375	1.076
-0.0555	1.077
-0.0533	1.078
-0.021	1.079
0.0045	1.08
0.0547	1.081
0.0765	1.082
0.0165	1.083
-0.0428	1.084
-0.0555	1.085
-0.0278	1.086
0.0262	1.087
0.0742	1.088
0.0585	1.089
0.018	1.09
-0.0158	1.091
-0.042	1.092
-0.0495	1.093
-0.0218	1.094
-0.033	1.095
-0.0638	1.096
-0.039	1.097
-0.0173	1.098
0.0195	1.099
0.0585	1.1
0.0735	1.101
0.078	1.102
0.0922	1.103
0.111	1.104
0.12	1.105
0.1027	1.106
0.051	1.107
0.009	1.108
-0.0315	1.109
-0.0578	1.11
-0.0458	1.111
-0.0473	1.112
-0.06	1.113
-0.063	1.114
-0.0638	1.115
-0.0668	1.116
-0.0675	1.117
-0.042	1.118
-0.0105	1.119
0.009	1.12
0.0157	1.121
0.0322	1.122
0.048	1.123
0.0262	1.124
-0.0038	1.125
-0.03	1.126
-0.0181	1.127
0.0045	1.128
0.012	1.129
0.0157	1.13
0.018	1.131
0.021	1.132
0.0015	1.133
-0.0008	1.134
0.012	1.135
0.018	1.136
0.0052	1.137
-0.0068	1.138
-0.0008	1.139
-0.003	1.14
-0.0046	1.141
0.0045	1.142
0.027	1.143
0.0307	1.144
0.0082	1.145
-0.0015	1.146
-0.0143	1.147
-0.0233	1.148
-0.0263	1.149
-0.0308	1.15
-0.033	1.151
-0.033	1.152
-0.0188	1.153
0.0127	1.154
0.0127	1.155
-0.0053	1.156
-0.0075	1.157
-0.0105	1.158
0.0142	1.159
0.0277	1.16
0.0202	1.161
0.0127	1.162
0.0255	1.163
0.0457	1.164
0.0195	1.165
-0.021	1.166
-0.0346	1.167
-0.024	1.168
-0.0113	1.169
0.0262	1.17
0.0495	1.171
0.0405	1.172
0.027	1.173
-0.0195	1.174
-0.075	1.175
-0.1381	1.176
-0.1726	1.177
-0.1455	1.178
-0.057	1.179
0.0877	1.18
0.1605	1.181
0.1275	1.182
0.0735	1.183
0.0307	1.184
-0.0008	1.185
0.0187	1.186
0.054	1.187
0.075	1.188
0.0495	1.189
-0.0128	1.19
-0.033	1.191
-0.039	1.192
-0.0143	1.193
-0.0046	1.194
-0.0098	1.195
-0.0098	1.196
-0.027	1.197
-0.0511	1.198
-0.0555	1.199
-0.0323	1.2
-0.0233	1.201
0.0045	1.202
0.0255	1.203
0.0165	1.204
0.0127	1.205
0.0007	1.206
-0.0195	1.207
-0.0511	1.208
-0.0593	1.209
-0.0256	1.21
0.0127	1.211
0.0442	1.212
0.0435	1.213
0.0345	1.214
0.0315	1.215
0.0277	1.216
0.0262	1.217
-0.0068	1.218
-0.0278	1.219
-0.0135	1.22
0.0142	1.221
0.0262	1.222
0.0247	1.223
0.0292	1.224
0.024	1.225
0.0007	1.226
0.0075	1.227
0.0277	1.228
0.0232	1.229
0.0217	1.23
-0.0083	1.231
-0.0368	1.232
-0.0533	1.233
-0.0368	1.234
0.0232	1.235
0.0427	1.236
0.0345	1.237
0.015	1.238
0.0052	1.239
0.018	1.24
0.0142	1.241
-0.0098	1.242
-0.021	1.243
-0.0256	1.244
-0.0353	1.245
-0.042	1.246
-0.0346	1.247
-0.0181	1.248
0.006	1.249
0.0367	1.25
0.0225	1.251
-0.012	1.252
-0.033	1.253
-0.0278	1.254
-0.0105	1.255
-0.0105	1.256
-0.0128	1.257
-0.015	1.258
-0.012	1.259
-0.0068	1.26
-0.0181	1.261
-0.06	1.262
-0.063	1.263
-0.0398	1.264
-0.0046	1.265
0.0577	1.266
0.0712	1.267
0.069	1.268
0.045	1.269
0.0195	1.27
0.0247	1.271
0.0442	1.272
0.0367	1.273
0.0015	1.274
-0.0098	1.275
-0.0128	1.276
-0.0046	1.277
-0.0135	1.278
-0.003	1.279
0.012	1.28
0.0082	1.281
0.0105	1.282
0.0007	1.283
0.0067	1.284
0.0052	1.285
0.0045	1.286
0.003	1.287
-0.0008	1.288
0.0232	1.289
0.0495	1.29
0.0337	1.291
-0.0008	1.292
-0.0158	1.293
-0.0578	1.294
-0.0818	1.295
-0.0675	1.296
-0.0353	1.297
0.0	1.298
0.012	1.299
0.0112	1.3
-0.0015	1.301
-0.012	1.302
-0.015	1.303
-0.012	1.304
0.0052	1.305
0.0135	1.306
0.003	1.307
0.0007	1.308
-0.003	1.309
0.0007	1.31
0.0247	1.311
0.0382	1.312
0.0382	1.313
0.0202	1.314
-0.0083	1.315
-0.0158	1.316
-0.0256	1.317
-0.024	1.318
-0.0181	1.319
-0.0105	1.32
0.0045	1.321
-0.003	1.322
-0.0046	1.323
0.0015	1.324
-0.0015	1.325
-0.0105	1.326
-0.0113	1.327
0.0	1.328
0.0112	1.329
0.0157	1.33
0.0157	1.331
0.0045	1.332
0.018	1.333
0.0577	1.334
0.0532	1.335
0.0292	1.336
-0.0188	1.337
-0.0593	1.338
-0.0555	1.339
-0.0548	1.34
-0.015	1.341
-0.003	1.342
0.012	1.343
0.0292	1.344
0.012	1.345
0.0172	1.346
0.0165	1.347
0.0232	1.348
0.0142	1.349
0.0007	1.35
-0.0008	1.351
0.0015	1.352
0.0082	1.353
-0.0083	1.354
-0.0083	1.355
0.0427	1.356
0.1162	1.357
0.1012	1.358
-0.0105	1.359
-0.057	1.36
-0.0825	1.361
-0.0743	1.362
-0.0375	1.363
-0.0308	1.364
-0.015	1.365
-0.0256	1.366
-0.0263	1.367
-0.0323	1.368
-0.039	1.369
-0.0248	1.37
0.0045	1.371
0.0112	1.372
0.003	1.373
0.003	1.374
-0.0083	1.375
0.0015	1.376
0.0112	1.377
0.015	1.378
0.0225	1.379
0.033	1.38
0.033	1.381
0.0105	1.382
-0.0023	1.383
-0.0181	1.384
-0.0293	1.385
-0.0203	1.386
-0.0046	1.387
0.018	1.388
0.0315	1.389
0.0315	1.39
0.0315	1.391
0.0277	1.392
0.0232	1.393
0.0172	1.394
0.0127	1.395
0.0127	1.396
0.021	1.397
0.0307	1.398
0.006	1.399
-0.015	1.4
-0.0233	1.401
-0.0346	1.402
-0.048	1.403
-0.0675	1.404
-0.0443	1.405
-0.0128	1.406
0.0097	1.407
0.0255	1.408
0.0405	1.409
0.051	1.41
0.039	1.411
0.0277	1.412
0.0075	1.413
-0.0046	1.414
-0.012	1.415
-0.0195	1.416
-0.0256	1.417
-0.0398	1.418
-0.0465	1.419
-0.0473	1.42
-0.0436	1.421
-0.0165	1.422
0.0067	1.423
0.009	1.424
0.009	1.425
0.0135	1.426
0.015	1.427
0.0127	1.428
0.0157	1.429
0.0217	1.43
0.0285	1.431
0.021	1.432
0.0037	1.433
-0.0046	1.434
-0.0053	1.435
0.003	1.436
0.024	1.437
0.0382	1.438
0.0202	1.439
0.0	1.44
-0.0083	1.441
-0.0195	1.442
-0.0233	1.443
-0.0195	1.444
0.0105	1.445
0.0457	1.446
0.0427	1.447
0.0142	1.448
-0.015	1.449
-0.0443	1.45
-0.0555	1.451
-0.0458	1.452
-0.0338	1.453
-0.0195	1.454
-0.0046	1.455
0.0015	1.456
0.0082	1.457
0.0202	1.458
0.0202	1.459
0.027	1.46
0.0157	1.461
0.0022	1.462
-0.003	1.463
-0.0203	1.464
-0.0263	1.465
-0.0293	1.466
-0.0285	1.467
-0.0368	1.468
-0.033	1.469
-0.0128	1.47
0.0037	1.471
0.0165	1.472
0.021	1.473
0.0562	1.474
0.0765	1.475
0.0652	1.476
0.0555	1.477
0.033	1.478
0.0255	1.479
0.024	1.48
0.0067	1.481
-0.0023	1.482
0.0007	1.483
0.0015	1.484
-0.0053	1.485
0.0007	1.486
0.0277	1.487
0.0202	1.488
-0.0165	1.489
-0.0368	1.49
-0.0555	1.491
-0.0533	1.492
-0.0465	1.493
-0.0368	1.494
-0.0256	1.495
-0.0256	1.496
-0.0188	1.497
-0.0158	1.498
-0.0143	1.499
-0.0308	1.5
-0.0443	1.501
-0.0278	1.502
-0.0046	1.503
